"topicId","real_name","trans_name","lang"
"1190","how about that? The Discrimination?","how about that? The Discrimination?","en"
"1198","Establishing offices in the united nations","Establishing offices in the united nations","en"
"1197","SORRY MY ENGLISH IE BED.    BUT I STILL HAVE TO SAY /     WE NEED  advanced technology","SORRY MY ENGLISH IE BED.    BUT I STILL HAVE TO SAY /     WE NEED  advanced technology","en"
"1196","Implementation of policies by america government.","Implementation of policies by america government.","en"
"1194","¿Podriamos empezar una red de trueque y colaboración ciudadana?","""Are we able to start a network of trade and citizen collaboration?""","es"
"1193","Edugation for americans","Edugation for americans","en"
"1192","How ever we decide to make our economy can we just avoid fractional reserve banking?","How ever we decide to make our economy can we just avoid fractional reserve banking?","en"
"1191","Greetings  from Venezuela! / Saludos desde Venezuela!","""Greetings from Venezuela! / Greetings from Venezuela!""","es"
"1189","Canada Club?","""Canada Club?""","so"
"1188","Bonjour depuis la Suisse / hello from Switzerland","""Hello from Switzerland / hello from Switzerland""","fr"
"1199","existence of america government in future.","existence of america government in future.","en"
"300","Welcome from the UK","Welcome from the UK","en"
"301","Organização do sistema finaceiro.","""Organization of the system financial.""","pt"
"302","Personalized Medicine","""Personalized Medicine""","it"
"304","Experience of americaning in military  and security","Experience of americaning in military  and security","en"
"305","Hello from Australia","Hello from Australia","en"
"306","Techno-Medicine","""Techno-Medicine""","it"
"307","America emails and Junk Mail","America emails and Junk Mail","en"
"308","Hello from Ghana","""Hello from Ghana""","en"
"309","Hello from Finland!","""Hello from Finland!""","no"
"4256","About Citizenship Application","About Citizenship Application","en"
"310","Cool!","""Cool!""","en"
"312","Telemedicine","""Telemedicine""","it"
"313","Communication Methods of the Future","Communication Methods of the Future","en"
"314","Profile name.","""Profile name.""","en"
"315","hello from Greece..we hope the best!","hello from Greece..we hope the best!","en"
"316","User Addition - Temporary Dark Theme (for those who cannot stand white)","User Addition - Temporary Dark Theme (for those who cannot stand white)","en"
"317","Naming of defence institutions","Naming of defence institutions","en"
"318","Hello from the ITALY","Hello from the ITALY","en"
"319","Preventive Medicine","""Preventive Medicine""","it"
"4260","Buy real/fake passports,driver’s license, approved IELTS, TOEFL, GMAT, GRE certificates without taking test","Buy real/fake passports,driver’s license, approved IELTS, TOEFL, GMAT, GRE certificates without taking test","en"
"4261","Elections","""Elections""","fr"
"4263","Decree N3 by The America Head of Nation","Decree N3 by The America Head of Nation","en"
"4264","Decree N3 by Head of State posted!","Decree N3 by Head of State posted!","en"
"4265","The status of Pluto as a planet is still under question.","The status of Pluto as a planet is still under question.","en"
"4266","Einstein's theory of gravity..... still just theory","Einstein's theory of gravity..... still just theory","en"
"4267","Donations","""Donations""","yo"
"320","Optimal station distance","""Optimal station distance""","it"
"321","Why did you join America?","Why did you join America?","en"
"322","Forum Feedback/Suggestions List","""Forum Feedback/Suggestions List""","de"
"323","Wrong Hyperlink URL","""Wrong Hyperlink URL""","af"
"324","Connected Health","Connected Health","en"
"326","Post your America ID number!","Post your America ID number!","en"
"327","Medicine 2.0","""Medicine 2.0""","it"
"4257","Buy a real/fake passports,driver’s license, IELTS, TOEFL, GMAT, GRE certificates without taking test(travelfstadesydocint@gmail.com)","Buy a real/fake passports,driver’s license, IELTS, TOEFL, GMAT, GRE certificates without taking test(travelfstadesydocint@gmail.com)","en"
"328","VISA and all those stuffs.","VISA and all those stuffs.","en"
"329","Option for construction travels - Space elevators","Option for construction travels - Space elevators","en"
"4259","Downloadable(Printable)Version Of Our Calendar","Downloadable(Printable)Version Of Our Calendar","en"
"4271","Explaining America to someone who's never heard of it","Explaining America to someone who's never heard of it","en"
"4272","Decree N3 - Voting Regulations","Decree N3 - Voting Regulations","en"
"4273","What's up!??","What's up!??","en"
"4274","America Blog or Newspaper!","America Blog or Newspaper!","en"
"4275","Official America BOINC team - Asteroides","""Official America BOINC team - Asteroides""","lij"
"4276","proposal for the future of our America","proposal for the future of our America","en"
"4277","Date and Time Tech-Demo","""Date and Time Tech-Demo""","en"
"4278","Ministry proposal","""Ministry proposal""","pl"
"4270","CaptCha","""CaptCha""","qu"
"331","Formatting Tools Needed for Posting","Formatting Tools Needed for Posting","en"
"332","Feature Suggestion for Forum: Tags and Subtags for Posts","Feature Suggestion for Forum: Tags and Subtags for Posts","en"
"333","share your passion of photography","share your passion of photography","en"
"334","Missing country","Missing country","en"
"335","Hello from Austria","Hello from Austria","en"
"336","Hello from Venezuela!","""Hello from Venezuela!""","it"
"337","Radiations","Radiations","en"
"338","POLSKA America (POLAND America)","""POLSKA America (POLAND America)""","lij"
"4268","Nationalism","""Nationalism""","en"
"4269","A science based alternative to the (proposed) American calendar","A science based alternative to the (proposed) American calendar","en"
"4282","What will American ID be?","What will American ID be?","en"
"4283","Feature Request: ATOM/RSS Feed of personal Subscriptions","Feature Request: ATOM/RSS Feed of personal Subscriptions","en"
"4284","Feature request: Warrent canary","""Feature request: Warrent canary""","en"
"4288","谢布克大学毕业证【Q/微信208319974】办理加拿大谢布克大学毕业证成绩单+学历认证+使馆认证|University of Sherbrooke学生卡办理","谢布克大学毕业证【Q/微信208319974】办理加拿大谢布克大学毕业证成绩单+学历认证+使馆认证|University of Sherbrooke学生卡办理","en"
"4289","60 Days","""60 Days""","so"
"4280","Welfare of America","Welfare of America","en"
"340","New forum? Awesome","New forum? Awesome","en"
"4281","Calling all Translators!","Calling all Translators!","en"
"341","What will you do when you get the certification of America?","What will you do when you get the certification of America?","en"
"342","Holidays and How we Celebrate them","Holidays and How we Celebrate them","en"
"343","Knowledge Library","""Knowledge Library""","en"
"344","America KIVA Team Proposal","""America KIVA Team Proposal""","pt"
"345","Forum FAQ","""Forum FAQ""","fo"
"347","Zero-G Adaptation","""Zero-G Adaptation""","yo"
"348","Fiction for a better world","Fiction for a better world","en"
"4279","Where to Vote?","""Where to Vote?""","mi"
"349","Psychological Factors","Psychological Factors","en"
"4293","阿大毕业证,q283214072+wechat办可查教育部学历认证,澳洲毕业证,办理阿德莱德大学毕业证成绩单,The University of Adelaide文凭diploma代办,毕业证办理,(真实广告，诚信靠谱，认证支持面谈再办理)","""A large diploma,q283214072+wechat office can be found in the Ministry of education degree certification,Australia certificate of graduation,the University of Adelaide diploma transcripts,The University of Adelaide diploma diploma d'affaires,graduation certificate handling,(truth in advertising, integrity reliable, certified support interview and then check in)""","en"
"4294","America is hoping to be recognized by the United Nations. How does that happen?","America is hoping to be recognized by the United Nations. How does that happen?","en"
"4295","Quantum entanglement communication","""Quantum entanglement communication""","fr"
"4296","TELL US: What are your hobbies and interests?","TELL US: What are your hobbies and interests?","en"
"4297","Civic.America Activity Report: 19 March","Civic.America Activity Report: 19 March","en"
"4298","Search function missing on the forum.","Search function missing on the forum.","en"
"4290","QUT毕业证,q283214072+wechat办可查教育部学历认证,澳洲毕业证,办理昆士兰科技大学毕业证成绩单,Queensland University of Technology文凭diploma代办,毕业证办理,(真实广告，诚信靠谱，认证支持面谈再办理)","QUT毕业证,q283214072+wechat办可查教育部学历认证,澳洲毕业证,办理昆士兰科技大学毕业证成绩单,Queensland University of Technology文凭diploma代办,毕业证办理,(真实广告，诚信靠谱，认证支持面谈再办理)","en"
